"variable","variable_comp","t_literal","p_t_literal","correlation_literal","p_correlation_literal","t_sentimental","p_t_sentimental","correlation_sentimental","p_correlation_sentimental","t_joined","p_t_joined","correlation_joined","p_correlation_joined"
"rix","gunning_fog",-46.97,"****",0.44,"****",-39.11,"****",0.38,"****",-60.09,"****",0.41,"****"
"token_length_mean","token_length_std",47.17,"****",0.52,"****",44.4,"****",0.34,"****",63.98,"****",0.42,"****"
"token_length_std","token_length_mean",-47.17,"****",0.52,"****",-44.4,"****",0.34,"****",-63.98,"****",0.42,"****"
"token_length_std","flesch_kincaid_grade",-47.93,"****",0.45,"****",-38.06,"****",0.38,"****",-59.7,"****",0.42,"****"
"n_characters","timeTaken",-21.42,"****",0.4,"****",-22.5,"****",0.43,"****",-31.06,"****",0.42,"****"
"flesch_kincaid_grade","token_length_std",47.93,"****",0.45,"****",38.06,"****",0.38,"****",59.7,"****",0.42,"****"
"timeTaken","n_characters",21.42,"****",0.4,"****",22.5,"****",0.43,"****",31.06,"****",0.42,"****"
"syllables_per_token_std","coleman_liau_index",-64.14,"****",0.44,"****",-50.48,"****",0.42,"****",-79.6,"****",0.43,"****"
"flesch_kincaid_grade","rix",44.07,"****",0.41,"****",36.63,"****",0.43,"****",56.23,"****",0.43,"****"
"coleman_liau_index","syllables_per_token_std",64.14,"****",0.44,"****",50.48,"****",0.42,"****",79.6,"****",0.43,"****"
"rix","flesch_kincaid_grade",-44.07,"****",0.41,"****",-36.63,"****",0.43,"****",-56.23,"****",0.43,"****"
"n_unique_tokens","n_sentences",44.54,"****",0.45,"****",40.48,"****",0.44,"****",59.99,"****",0.44,"****"
"n_sentences","n_unique_tokens",-44.54,"****",0.45,"****",-40.48,"****",0.44,"****",-59.99,"****",0.44,"****"
"coleman_liau_index","rix",52.8,"****",0.42,"****",43.23,"****",0.46,"****",66.87,"****",0.44,"****"
"rix","coleman_liau_index",-52.8,"****",0.42,"****",-43.23,"****",0.46,"****",-66.87,"****",0.44,"****"
"token_length_std","automated_readability_index",-46.38,"****",0.5,"****",-37.18,"****",0.39,"****",-58.13,"****",0.45,"****"
"n_tokens","n_sentences",42.28,"****",0.46,"****",39.71,"****",0.44,"****",57.94,"****",0.45,"****"
"n_sentences","n_tokens",-42.28,"****",0.46,"****",-39.71,"****",0.44,"****",-57.94,"****",0.45,"****"
"automated_readability_index","token_length_std",46.38,"****",0.5,"****",37.18,"****",0.39,"****",58.13,"****",0.45,"****"
"sentence_length_std","n_characters",-52.69,"****",0.47,"****",-50.35,"****",0.47,"****",-72.69,"****",0.46,"****"
"n_characters","sentence_length_std",52.69,"****",0.47,"****",50.35,"****",0.47,"****",72.69,"****",0.46,"****"
"n_characters","n_sentences",52.25,"****",0.47,"****",49.94,"****",0.47,"****",72.09,"****",0.46,"****"
"n_characters","rix",50.64,"****",0.44,"****",48.77,"****",0.46,"****",70.13,"****",0.46,"****"
"n_sentences","n_characters",-52.25,"****",0.47,"****",-49.94,"****",0.47,"****",-72.09,"****",0.46,"****"
"rix","n_characters",-50.64,"****",0.44,"****",-48.77,"****",0.46,"****",-70.13,"****",0.46,"****"
"sentence_length_std","n_tokens",-44.14,"****",0.48,"****",-41.21,"****",0.49,"****",-60.31,"****",0.48,"****"
"sentence_length_std","n_unique_tokens",-46.41,"****",0.46,"****",-41.98,"****",0.49,"****",-62.36,"****",0.48,"****"
"n_tokens","sentence_length_std",44.14,"****",0.48,"****",41.21,"****",0.49,"****",60.31,"****",0.48,"****"
"n_unique_tokens","sentence_length_std",46.41,"****",0.46,"****",41.98,"****",0.49,"****",62.36,"****",0.48,"****"
"syllables_per_token_mean","syllables_per_token_std",41.13,"****",0.56,"****",36.45,"****",0.43,"****",54.28,"****",0.49,"****"
"syllables_per_token_std","syllables_per_token_mean",-41.13,"****",0.56,"****",-36.45,"****",0.43,"****",-54.28,"****",0.49,"****"
"automated_readability_index","rix",43.18,"****",0.48,"****",36.02,"****",0.49,"****",55.26,"****",0.49,"****"
"rix","automated_readability_index",-43.18,"****",0.48,"****",-36.02,"****",0.49,"****",-55.26,"****",0.49,"****"
"token_length_std","coleman_liau_index",-55.53,"****",0.55,"****",-44.2,"****",0.45,"****",-69.29,"****",0.5,"****"
"coleman_liau_index","token_length_std",55.53,"****",0.55,"****",44.2,"****",0.45,"****",69.29,"****",0.5,"****"
"syllables_per_token_std","flesch_kincaid_grade",-59.56,"****",0.55,"****",-46.55,"****",0.47,"****",-73.63,"****",0.51,"****"
"flesch_kincaid_grade","syllables_per_token_std",59.56,"****",0.55,"****",46.55,"****",0.47,"****",73.63,"****",0.51,"****"
"lix","rix",71.86,"****",0.53,"****",55.32,"****",0.49,"****",87.87,"****",0.51,"****"
"rix","lix",-71.86,"****",0.53,"****",-55.32,"****",0.49,"****",-87.87,"****",0.51,"****"
"sentence_length_median","n_characters",-47.05,"****",0.52,"****",-45.18,"****",0.52,"****",-65.06,"****",0.52,"****"
"n_characters","sentence_length_median",47.05,"****",0.52,"****",45.18,"****",0.52,"****",65.06,"****",0.52,"****"
"sentence_length_std","prop_adjacent_dependency_relation_std",11.58,"****",0.51,"****",12.98,"****",0.55,"****",17.37,"****",0.53,"****"
"prop_adjacent_dependency_relation_std","sentence_length_std",-11.58,"****",0.51,"****",-12.98,"****",0.55,"****",-17.37,"****",0.53,"****"
"sentence_length_mean","n_characters",-47.03,"****",0.53,"****",-45.17,"****",0.54,"****",-65.04,"****",0.54,"****"
"n_characters","sentence_length_mean",47.03,"****",0.53,"****",45.17,"****",0.54,"****",65.04,"****",0.54,"****"
"householdSize","livingArea",-26.09,"****",0.54,"****",-26.09,"****",0.54,"****",-36.91,"****",0.54,"****"
"livingArea","householdSize",26.09,"****",0.54,"****",26.09,"****",0.54,"****",36.91,"****",0.54,"****"
"sentence_length_median","n_tokens",-9.99,"****",0.57,"****",-10.78,"****",0.59,"****",-14.66,"****",0.58,"****"
"sentence_length_median","n_unique_tokens",-8.58,"****",0.57,"****",-10.17,"****",0.59,"****",-13.26,"****",0.58,"****"
"n_tokens","sentence_length_median",9.99,"****",0.57,"****",10.78,"****",0.59,"****",14.66,"****",0.58,"****"
"n_unique_tokens","sentence_length_median",8.58,"****",0.57,"****",10.17,"****",0.59,"****",13.26,"****",0.58,"****"
"sentence_length_mean","n_unique_tokens",-8.49,"****",0.58,"****",-10.11,"****",0.6,"****",-13.15,"****",0.59,"****"
"n_unique_tokens","sentence_length_mean",8.49,"****",0.58,"****",10.11,"****",0.6,"****",13.15,"****",0.59,"****"
"sentence_length_mean","n_tokens",-9.91,"****",0.58,"****",-10.72,"****",0.61,"****",-14.56,"****",0.6,"****"
"n_tokens","sentence_length_mean",9.91,"****",0.58,"****",10.72,"****",0.61,"****",14.56,"****",0.6,"****"
"rix","dependency_distance_mean",17.47,"****",0.7,"****",10.75,"****",0.58,"****",19.83,"****",0.61,"****"
"dependency_distance_mean","rix",-17.47,"****",0.7,"****",-10.75,"****",0.58,"****",-19.83,"****",0.61,"****"
"sentence_length_std","n_sentences",-9.84,"****",0.63,"****",-8.52,"****",0.63,"****",-12.95,"****",0.63,"****"
"n_sentences","sentence_length_std",9.84,"****",0.63,"****",8.52,"****",0.63,"****",12.95,"****",0.63,"****"
"dependency_distance_std","prop_adjacent_dependency_relation_std",9.11,"****",0.66,"****",11.18,"****",0.64,"****",14.35,"****",0.65,"****"
"prop_adjacent_dependency_relation_std","dependency_distance_std",-9.11,"****",0.66,"****",-11.18,"****",0.64,"****",-14.35,"****",0.65,"****"
"syllables_per_token_median","coleman_liau_index",-61.05,"****",0.6,"****",-47.92,"****",0.7,"****",-75.66,"****",0.66,"****"
"coleman_liau_index","syllables_per_token_median",61.05,"****",0.6,"****",47.92,"****",0.7,"****",75.66,"****",0.66,"****"
"syllables_per_token_median","automated_readability_index",-52.99,"****",0.6,"****",-41.65,"****",0.72,"****",-65.78,"****",0.67,"****"
"automated_readability_index","syllables_per_token_median",52.99,"****",0.6,"****",41.65,"****",0.72,"****",65.78,"****",0.67,"****"
"n_sentences","dependency_distance_std",36.31,"****",0.65,"****",36.29,"****",0.7,"****",51.29,"****",0.68,"****"
"dependency_distance_std","n_sentences",-36.31,"****",0.65,"****",-36.29,"****",0.7,"****",-51.29,"****",0.68,"****"
"token_length_median","flesch_kincaid_grade",-34.23,"****",0.62,"****",-25.71,"****",0.74,"****",-41.58,"****",0.69,"****"
"token_length_median","gunning_fog",-39.26,"****",0.65,"****",-30.75,"****",0.71,"****",-48.73,"****",0.69,"****"
"syllables_per_token_median","lix",-74.91,"****",0.62,"****",-57,"****",0.73,"****",-91.05,"****",0.69,"****"
"flesch_kincaid_grade","token_length_median",34.23,"****",0.62,"****",25.71,"****",0.74,"****",41.58,"****",0.69,"****"
"gunning_fog","token_length_median",39.26,"****",0.65,"****",30.75,"****",0.71,"****",48.73,"****",0.69,"****"
"lix","syllables_per_token_median",74.91,"****",0.62,"****",57,"****",0.73,"****",91.05,"****",0.69,"****"
"n_sentences","prop_adjacent_dependency_relation_std",42.49,"****",0.68,"****",43.66,"****",0.72,"****",60.88,"****",0.7,"****"
"prop_adjacent_dependency_relation_std","n_sentences",-42.49,"****",0.68,"****",-43.66,"****",0.72,"****",-60.88,"****",0.7,"****"
"syllables_per_token_median","gunning_fog",-55.06,"****",0.67,"****",-43.75,"****",0.74,"****",-68.77,"****",0.71,"****"
"gunning_fog","syllables_per_token_median",55.06,"****",0.67,"****",43.75,"****",0.74,"****",68.77,"****",0.71,"****"
"token_length_mean","syllables_per_token_median",79.67,"****",0.64,"****",65.7,"****",0.77,"****",101.27,"****",0.72,"****"
"syllables_per_token_mean","lix",-74.65,"****",0.65,"****",-56.74,"****",0.77,"****",-90.69,"****",0.72,"****"
"syllables_per_token_median","token_length_mean",-79.67,"****",0.64,"****",-65.7,"****",0.77,"****",-101.27,"****",0.72,"****"
"lix","syllables_per_token_mean",74.65,"****",0.65,"****",56.74,"****",0.77,"****",90.69,"****",0.72,"****"
"syllables_per_token_median","flesch_kincaid_grade",-55.38,"****",0.66,"****",-43.08,"****",0.77,"****",-68.3,"****",0.73,"****"
"flesch_kincaid_grade","syllables_per_token_median",55.38,"****",0.66,"****",43.08,"****",0.77,"****",68.3,"****",0.73,"****"
"flesch_kincaid_grade","lix",-55.1,"****",0.66,"****",-42.34,"****",0.77,"****",-67.32,"****",0.73,"****"
"lix","flesch_kincaid_grade",55.1,"****",0.66,"****",42.34,"****",0.77,"****",67.32,"****",0.73,"****"
"token_length_mean","gunning_fog",-38.07,"****",0.69,"****",-29.54,"****",0.78,"****",-47.01,"****",0.74,"****"
"gunning_fog","token_length_mean",38.07,"****",0.69,"****",29.54,"****",0.78,"****",47.01,"****",0.74,"****"
"gunning_fog","coleman_liau_index",-4.58,"****",0.72,"****",-3.23,"**",0.74,"****",-5.41,"****",0.74,"****"
"coleman_liau_index","gunning_fog",4.58,"****",0.72,"****",3.23,"**",0.74,"****",5.41,"****",0.74,"****"
"token_length_median","syllables_per_token_mean",52.49,"****",0.7,"****",46.82,"****",0.8,"****",69.91,"****",0.75,"****"
"sentence_length_mean","rix",22.62,"****",0.77,"****",22.81,"****",0.72,"****",31.97,"****",0.75,"****"
"sentence_length_mean","dependency_distance_mean",32.72,"****",0.75,"****",29.19,"****",0.77,"****",43.66,"****",0.75,"****"
"sentence_length_median","rix",22.29,"****",0.77,"****",22.55,"****",0.72,"****",31.56,"****",0.75,"****"
"sentence_length_median","dependency_distance_mean",32.26,"****",0.75,"****",28.87,"****",0.77,"****",43.12,"****",0.75,"****"
"syllables_per_token_mean","token_length_median",-52.49,"****",0.7,"****",-46.82,"****",0.8,"****",-69.91,"****",0.75,"****"
"rix","sentence_length_mean",-22.62,"****",0.77,"****",-22.81,"****",0.72,"****",-31.97,"****",0.75,"****"
"rix","sentence_length_median",-22.29,"****",0.77,"****",-22.55,"****",0.72,"****",-31.56,"****",0.75,"****"
"dependency_distance_mean","sentence_length_mean",-32.72,"****",0.75,"****",-29.19,"****",0.77,"****",-43.66,"****",0.75,"****"
"dependency_distance_mean","sentence_length_median",-32.26,"****",0.75,"****",-28.87,"****",0.77,"****",-43.12,"****",0.75,"****"
"token_length_median","automated_readability_index",-34.18,"****",0.71,"****",-26.17,"****",0.81,"****",-41.94,"****",0.77,"****"
"token_length_median","coleman_liau_index",-45.22,"****",0.73,"****",-34.94,"****",0.8,"****",-55.66,"****",0.77,"****"
"syllables_per_token_mean","syllables_per_token_median",6.08,"****",0.7,"****",6.14,"****",0.81,"****",8.57,"****",0.77,"****"
"syllables_per_token_median","syllables_per_token_mean",-6.08,"****",0.7,"****",-6.14,"****",0.81,"****",-8.57,"****",0.77,"****"
"gunning_fog","automated_readability_index",8.05,"****",0.74,"****",6.74,"****",0.79,"****",10.31,"****",0.77,"****"
"automated_readability_index","token_length_median",34.18,"****",0.71,"****",26.17,"****",0.81,"****",41.94,"****",0.77,"****"
"automated_readability_index","gunning_fog",-8.05,"****",0.74,"****",-6.74,"****",0.79,"****",-10.31,"****",0.77,"****"
"coleman_liau_index","token_length_median",45.22,"****",0.73,"****",34.94,"****",0.8,"****",55.66,"****",0.77,"****"
"coleman_liau_index","lix",-45.73,"****",0.74,"****",-35.15,"****",0.79,"****",-55.9,"****",0.77,"****"
"lix","coleman_liau_index",45.73,"****",0.74,"****",35.15,"****",0.79,"****",55.9,"****",0.77,"****"
"token_length_mean","lix",-67.94,"****",0.72,"****",-51.41,"****",0.82,"****",-82.36,"****",0.78,"****"
"lix","token_length_mean",67.94,"****",0.72,"****",51.41,"****",0.82,"****",82.36,"****",0.78,"****"
"token_length_median","syllables_per_token_median",53.56,"****",0.76,"****",47.93,"****",0.81,"****",71.41,"****",0.79,"****"
"token_length_median","lix",-68.51,"****",0.76,"****",-51.93,"****",0.82,"****",-83.14,"****",0.79,"****"
"token_length_std","syllables_per_token_std",49.58,"****",0.77,"****",40.87,"****",0.81,"****",62.65,"****",0.79,"****"
"sentence_length_std","dependency_distance_std",9.46,"****",0.8,"****",10.38,"****",0.79,"****",14.03,"****",0.79,"****"
"syllables_per_token_median","token_length_median",-53.56,"****",0.76,"****",-47.93,"****",0.81,"****",-71.41,"****",0.79,"****"
"syllables_per_token_std","token_length_std",-49.58,"****",0.77,"****",-40.87,"****",0.81,"****",-62.65,"****",0.79,"****"
"lix","token_length_median",68.51,"****",0.76,"****",51.93,"****",0.82,"****",83.14,"****",0.79,"****"
"dependency_distance_std","sentence_length_std",-9.46,"****",0.8,"****",-10.38,"****",0.79,"****",-14.03,"****",0.79,"****"
"gunning_fog","lix",-48.26,"****",0.77,"****",-36.88,"****",0.82,"****",-58.84,"****",0.8,"****"
"automated_readability_index","lix",-53.42,"****",0.75,"****",-40.95,"****",0.83,"****",-65.2,"****",0.8,"****"
"lix","gunning_fog",48.26,"****",0.77,"****",36.88,"****",0.82,"****",58.84,"****",0.8,"****"
"lix","automated_readability_index",53.42,"****",0.75,"****",40.95,"****",0.83,"****",65.2,"****",0.8,"****"
"syllables_per_token_mean","gunning_fog",-54.48,"****",0.78,"****",-43.14,"****",0.82,"****",-67.94,"****",0.81,"****"
"gunning_fog","syllables_per_token_mean",54.48,"****",0.78,"****",43.14,"****",0.82,"****",67.94,"****",0.81,"****"
"token_length_mean","flesch_kincaid_grade",-32.77,"****",0.8,"****",-24.15,"****",0.86,"****",-39.41,"****",0.83,"****"
"syllables_per_token_mean","coleman_liau_index",-60.49,"****",0.81,"****",-47.32,"****",0.85,"****",-74.85,"****",0.83,"****"
"flesch_kincaid_grade","token_length_mean",32.77,"****",0.8,"****",24.15,"****",0.86,"****",39.41,"****",0.83,"****"
"flesch_kincaid_grade","gunning_fog",-10.65,"****",0.82,"****",-9.1,"****",0.84,"****",-13.78,"****",0.83,"****"
"gunning_fog","flesch_kincaid_grade",10.65,"****",0.82,"****",9.1,"****",0.84,"****",13.78,"****",0.83,"****"
"coleman_liau_index","syllables_per_token_mean",60.49,"****",0.81,"****",47.32,"****",0.85,"****",74.85,"****",0.83,"****"
"token_length_mean","token_length_median",5.74,"****",0.8,"****",5.13,"****",0.87,"****",7.64,"****",0.84,"****"
"token_length_median","token_length_mean",-5.74,"****",0.8,"****",-5.13,"****",0.87,"****",-7.64,"****",0.84,"****"
"syllables_per_token_mean","automated_readability_index",-52.33,"****",0.81,"****",-40.93,"****",0.86,"****",-64.81,"****",0.84,"****"
"automated_readability_index","syllables_per_token_mean",52.33,"****",0.81,"****",40.93,"****",0.86,"****",64.81,"****",0.84,"****"
"flesch_kincaid_grade","coleman_liau_index",-15.77,"****",0.83,"****",-12.71,"****",0.87,"****",-19.79,"****",0.86,"****"
"coleman_liau_index","flesch_kincaid_grade",15.77,"****",0.83,"****",12.71,"****",0.87,"****",19.79,"****",0.86,"****"
"flesch_kincaid_grade","automated_readability_index",-2.5,"*",0.87,"****",-2.29,"*",0.9,"****",-3.35,"***",0.89,"****"
"automated_readability_index","flesch_kincaid_grade",2.5,"*",0.87,"****",2.29,"*",0.9,"****",3.35,"***",0.89,"****"
"token_length_mean","syllables_per_token_mean",80.2,"****",0.88,"****",65.82,"****",0.91,"****",101.8,"****",0.9,"****"
"syllables_per_token_mean","token_length_mean",-80.2,"****",0.88,"****",-65.82,"****",0.91,"****",-101.8,"****",0.9,"****"
"concreteness","imageability",-6.29,"****",0.87,"****",-11.17,"****",0.9,"****",-9.88,"****",0.93,"****"
"imageability","concreteness",6.29,"****",0.87,"****",11.17,"****",0.9,"****",9.88,"****",0.93,"****"
"n_tokens","n_characters",-44.8,"****",0.94,"****",-42.7,"****",0.93,"****",-61.73,"****",0.93,"****"
"n_unique_tokens","n_characters",-45.32,"****",0.94,"****",-42.94,"****",0.93,"****",-62.27,"****",0.93,"****"
"n_characters","n_tokens",44.8,"****",0.94,"****",42.7,"****",0.93,"****",61.73,"****",0.93,"****"
"n_characters","n_unique_tokens",45.32,"****",0.94,"****",42.94,"****",0.93,"****",62.27,"****",0.93,"****"
"token_length_mean","automated_readability_index",-32.79,"****",0.92,"****",-24.73,"****",0.95,"****",-39.91,"****",0.94,"****"
"token_length_mean","coleman_liau_index",-44.12,"****",0.94,"****",-33.77,"****",0.94,"****",-54.03,"****",0.94,"****"
"automated_readability_index","token_length_mean",32.79,"****",0.92,"****",24.73,"****",0.95,"****",39.91,"****",0.94,"****"
"coleman_liau_index","token_length_mean",44.12,"****",0.94,"****",33.77,"****",0.94,"****",54.03,"****",0.94,"****"
"syllables_per_token_mean","flesch_kincaid_grade",-54.67,"****",0.94,"****",-42.31,"****",0.96,"****",-67.26,"****",0.95,"****"
"flesch_kincaid_grade","syllables_per_token_mean",54.67,"****",0.94,"****",42.31,"****",0.96,"****",67.26,"****",0.95,"****"
"automated_readability_index","coleman_liau_index",-12.97,"****",0.97,"****",-10.21,"****",0.98,"****",-16.1,"****",0.97,"****"
"coleman_liau_index","automated_readability_index",12.97,"****",0.97,"****",10.21,"****",0.98,"****",16.1,"****",0.97,"****"
"n_tokens","n_unique_tokens",1.89,"ns",0.99,"****",0.84,"ns",0.99,"****",1.92,"ns",0.99,"****"
"n_unique_tokens","n_tokens",-1.89,"ns",0.99,"****",-0.84,"ns",0.99,"****",-1.92,"ns",0.99,"****"
"sentence_length_mean","sentence_length_median",0.13,"ns",1,"****",0.1,"ns",1,"****",0.16,"ns",1,"****"
"sentence_length_median","sentence_length_mean",-0.13,"ns",1,"****",-0.1,"ns",1,"****",-0.16,"ns",1,"****"
